,zip,city,state,latitude,longitude,timezone,dst
10568,25306,Charleston,WV,38.310825,-81.53106,-5,1
10569,25309,Charleston,WV,38.32977,-81.73418,-5,1
10570,25311,Charleston,WV,38.351204,-81.58198,-5,1
10571,25312,Charleston,WV,38.414154,-81.66166,-5,1
10572,25313,Charleston,WV,38.42572,-81.76168,-5,1
10573,25314,Charleston,WV,38.335968,-81.66084,-5,1
10574,25315,Charleston,WV,38.23753,-81.55661,-5,1
10575,25317,Charleston,WV,38.335648,-81.61379,-5,1
10576,25320,Charleston,WV,38.530624,-81.62565,-5,1
10577,25321,Charleston,WV,38.296818,-81.55466,-5,1
10578,25322,Charleston,WV,38.53466,-81.56035,-5,1
10579,25323,Charleston,WV,38.296818,-81.55466,-5,1
10580,25324,Charleston,WV,38.296818,-81.55466,-5,1
10581,25325,Charleston,WV,38.296818,-81.55466,-5,1
10582,25326,Charleston,WV,38.296818,-81.55466,-5,1
10583,25327,Charleston,WV,38.296818,-81.55466,-5,1
10584,25328,Charleston,WV,38.296818,-81.55466,-5,1
10585,25329,Charleston,WV,38.296818,-81.55466,-5,1
10586,25330,Charleston,WV,38.296818,-81.55466,-5,1
10587,25331,Charleston,WV,38.296818,-81.55466,-5,1
10588,25332,Charleston,WV,38.296818,-81.55466,-5,1
10589,25333,Charleston,WV,38.296818,-81.55466,-5,1
10590,25334,Charleston,WV,38.296818,-81.55466,-5,1
10591,25335,Charleston,WV,38.296818,-81.55466,-5,1
10592,25336,Charleston,WV,38.296818,-81.55466,-5,1
10593,25337,Charleston,WV,38.296818,-81.55466,-5,1
10594,25338,Charleston,WV,38.296818,-81.55466,-5,1
10595,25339,Charleston,WV,38.296818,-81.55466,-5,1
10596,25350,Charleston,WV,38.296818,-81.55466,-5,1
10597,25356,Charleston,WV,38.296818,-81.55466,-5,1
10598,25357,Charleston,WV,38.296818,-81.55466,-5,1
10599,25358,Charleston,WV,38.296818,-81.55466,-5,1
10600,25360,Charleston,WV,38.296818,-81.55466,-5,1
10601,25361,Charleston,WV,38.296818,-81.55466,-5,1
10602,25362,Charleston,WV,38.296818,-81.55466,-5,1
10603,25364,Charleston,WV,38.296818,-81.55466,-5,1
10604,25365,Charleston,WV,38.296818,-81.55466,-5,1
10605,25375,Charleston,WV,38.296818,-81.55466,-5,1
10606,25387,Charleston,WV,38.296818,-81.55466,-5,1
10607,25389,Charleston,WV,38.354042,-81.63939,-5,1
10608,25392,Charleston,WV,38.296818,-81.55466,-5,1
10609,25396,Charleston,WV,38.296818,-81.55466,-5,1
10610,25401,Martinsburg,WV,39.46378,-77.95767,-5,1
10611,25402,Martinsburg,WV,39.461662,-78.011475,-5,1
10612,25410,Bakerton,WV,39.315914,-77.87722,-5,1
10613,25411,Berkeley Springs,WV,39.567986,-78.22783,-5,1
10614,25413,Bunker Hill,WV,39.323627,-78.04157,-5,1
10615,25414,Charles Town,WV,39.279964,-77.86203,-5,1
10616,25419,Falling Waters,WV,39.58132,-77.8804,-5,1
10617,25420,Gerrardstown,WV,39.37928,-78.12229,-5,1
10618,25421,Glengary,WV,39.37277,-78.1676,-5,1
10619,25422,Great Cacapon,WV,39.571804,-78.37183,-5,1
10620,25423,Halltown,WV,39.315914,-77.87722,-5,1
10621,25425,Harpers Ferry,WV,39.272324,-77.77982,-5,1
10622,25427,Hedgesville,WV,39.540634,-78.05882,-5,1
10623,25428,Inwood,WV,39.368965,-78.02742,-5,1
10624,25429,Kearneysville,WV,39.349586,-77.87896,-5,1
10625,25430,Kearneysville,WV,39.349476,-77.93415,-5,1
10626,25431,Levels,WV,39.50219,-78.55592,-5,1
10627,25432,Millville,WV,39.315914,-77.87722,-5,1
10628,25434,Paw Paw,WV,39.500633,-78.43726,-5,1
10629,25437,Points,WV,39.41818,-78.57871,-5,1
10630,25438,Ranson,WV,39.300224,-77.8599,-5,1
10631,25440,Ridgeway,WV,39.44266,-78.02628,-5,1
10632,25441,Rippon,WV,39.210526,-77.91403,-5,1
10633,25442,Shenandoah Junction,WV,39.35816,-77.83296,-5,1
10634,25443,Shepherdstown,WV,39.43448,-77.81132,-5,1
10635,25444,Slanesville,WV,39.412827,-78.52587,-5,1
10636,25446,Summit Point,WV,39.247154,-77.95747,-5,1
10637,25501,Alkol,WV,38.16904,-81.92567,-5,1
10638,25502,Apple Grove,WV,38.66956,-82.12662,-5,1
10639,25503,Ashton,WV,38.613255,-82.12468,-5,1
10640,25504,Barboursville,WV,38.39121,-82.28563,-5,1
10641,25505,Big Creek,WV,38.009632,-82.04481,-5,1
10642,25506,Branchland,WV,38.214233,-82.191,-5,1
10643,25507,Ceredo,WV,38.39608,-82.55881,-5,1
10644,25508,Chapmanville,WV,37.96252,-82.01954,-5,1
10645,25510,Culloden,WV,38.399498,-82.06562,-5,1
10646,25511,Dunlow,WV,38.011585,-82.38072,-5,1
10647,25512,East Lynn,WV,38.20651,-82.34523,-5,1
10648,25514,Fort Gay,WV,38.101665,-82.5456,-5,1
10649,25515,Gallipolis Ferry,WV,38.76462,-82.16003,-5,1
10650,25517,Genoa,WV,38.116604,-82.46238,-5,1
10651,25519,Glenhayes,WV,38.132114,-82.418274,-5,1
10652,25520,Glenwood,WV,38.558346,-82.17149,-5,1
10653,25521,Griffithsville,WV,38.238045,-81.98991,-5,1
10654,25523,Hamlin,WV,38.280975,-82.08584,-5,1
10655,25524,Harts,WV,38.02644,-82.1086,-5,1
10656,25526,Hurricane,WV,38.42701,-81.9896,-5,1
10657,25529,Julian,WV,38.152035,-81.84153,-5,1
10658,25530,Kenova,WV,38.385975,-82.57461,-5,1
10659,25534,Kiahsville,WV,38.08263,-82.27115,-5,1
10660,25535,Lavalette,WV,38.30329,-82.44551,-5,1
10661,25537,Lesage,WV,38.534702,-82.27982,-5,1
10662,25540,Midkiff,WV,38.15997,-82.12506,-5,1
10663,25541,Milton,WV,38.440315,-82.13535,-5,1
10664,25543,Shepherdstown,WV,39.43028,-77.80799,-5,1
10665,25544,Myra,WV,38.21999,-82.11462,-5,1
10666,25545,Ona,WV,38.44068,-82.22311,-5,1
10667,25547,Pecks Mill,WV,37.925144,-81.95826,-5,1
10668,25550,Point Pleasant,WV,38.87018,-82.10751,-5,1
10669,25555,Prichard,WV,38.23894,-82.58178,-5,1
10670,25557,Ranger,WV,38.106003,-82.15143,-5,1
10671,25559,Salt Rock,WV,38.32441,-82.22242,-5,1
10672,25560,Scott Depot,WV,38.446224,-81.90315,-5,1
10673,25562,Shoals,WV,38.343178,-82.49049,-5,1
10674,25564,Sod,WV,38.268078,-81.88769,-5,1
10675,25565,Spurlockville,WV,38.106045,-81.99598,-5,1
10676,25567,Sumerco,WV,38.219997,-81.85414,-5,1
10677,25569,Teays,WV,38.47537,-81.880455,-5,1
10678,25570,Wayne,WV,38.225063,-82.43909,-5,1
10679,25571,West Hamlin,WV,38.29086,-82.17566,-5,1
10680,25572,Woodville,WV,38.187454,-81.90124,-5,1
10681,25573,Yawkey,WV,38.22935,-81.94543,-5,1
10682,25601,Logan,WV,37.833824,-82.00011,-5,1
10683,25606,Accoville,WV,37.75979,-81.82027,-5,1
10684,25607,Amherstdale,WV,37.788147,-81.80248,-5,1
10685,25608,Baisden,WV,37.55612,-81.92315,-5,1
10686,25611,Bruno,WV,37.690437,-81.85711,-5,1
10687,25612,Chauncey,WV,37.76662,-81.98755,-5,1
10688,25614,Cora,WV,37.833202,-81.902405,-5,1
10689,25617,Davin,WV,37.733955,-81.81897,-5,1
10690,25621,Gilbert,WV,37.625805,-81.90186,-5,1
10691,25623,Hampden,WV,37.743065,-82.10801,-5,1
10692,25624,Henlawson,WV,37.90473,-81.9827,-5,1
10693,25625,Holden,WV,37.827404,-82.06382,-5,1
10694,25628,Kistler,WV,37.757904,-81.85517,-5,1
10695,25630,Lorado,WV,37.80126,-81.70802,-5,1
10696,25631,Amherstdale-Robinette,WV,37.790436,-81.78453,-5,1
10697,25632,Lyburn,WV,37.779198,-81.91651,-5,1
10698,25634,Mallory,WV,37.72738,-81.84577,-5,1
10699,25635,Man,WV,37.729263,-81.87853,-5,1
10700,25636,Monaville,WV,37.808758,-81.99433,-5,1
10701,25637,Mount Gay,WV,37.84942,-82.02174,-5,1
10702,25638,Omar,WV,37.734818,-82.01452,-5,1
10703,25639,Peach Creek,WV,37.87831,-81.96519,-5,1
10704,25644,Sarah Ann,WV,37.688164,-81.98826,-5,1
10705,25645,Stirrat,WV,37.833202,-81.902405,-5,1
10706,25646,Stollings,WV,37.837135,-81.95921,-5,1
10707,25647,Switzer,WV,37.793613,-81.98738,-5,1
10708,25649,Verdunville,WV,37.85273,-82.06678,-5,1
10709,25650,Verner,WV,37.686813,-81.81441,-5,1
10710,25651,Wharncliffe,WV,37.555504,-81.96819,-5,1
10711,25652,Whitman,WV,37.800167,-82.03943,-5,1
10712,25653,Wilkinson,WV,37.828926,-81.99936,-5,1
10713,25654,Yolyn,WV,37.80167,-81.87113,-5,1
10714,25661,Williamson,WV,37.705143,-82.26827,-5,1
10715,25665,Borderland,WV,37.71437,-82.30873,-5,1
10716,25666,Breeden,WV,37.924416,-82.27394,-5,1
10717,25667,Chattaroy,WV,37.703827,-82.27824,-5,1
10718,25669,Crum,WV,37.938427,-82.4254,-5,1
10719,25670,Delbarton,WV,37.705948,-82.14416,-5,1
10720,25671,Dingess,WV,37.863117,-82.21671,-5,1
10721,25672,Edgarton,WV,37.570812,-82.13578,-5,1
10722,25674,Kermit,WV,37.860844,-82.37574,-5,1
10723,25676,Lenore,WV,37.818844,-82.27267,-5,1
10724,25678,Matewan,WV,37.61795,-82.16397,-5,1
10725,25682,Meador,WV,37.583946,-82.04459,-5,1
10726,25685,Naugatuck,WV,37.786896,-82.34373,-5,1
10727,25686,Newtown,WV,37.743065,-82.10801,-5,1
10728,25687,Nolan,WV,37.743065,-82.10801,-5,1
10729,25688,North Matewan,WV,37.627834,-82.14774,-5,1
10730,25690,Ragland,WV,37.743065,-82.10801,-5,1
10731,25691,Rawl,WV,37.643044,-82.21701,-5,1
10732,25692,Red Jacket,WV,37.640358,-82.13265,-5,1
10733,25694,Thacker,WV,37.743065,-82.10801,-5,1
10734,25696,Varney,WV,37.669224,-82.12599,-5,1
10735,25697,Vulcan,WV,37.743065,-82.10801,-5,1
10736,25699,Wilsondale,WV,37.9669,-82.29414,-5,1
10737,25701,Huntington,WV,38.40351,-82.43904,-5,1
10738,25702,Huntington,WV,38.431114,-82.37019,-5,1
10739,25703,Huntington,WV,38.421444,-82.41924,-5,1
10740,25704,Huntington,WV,38.386967,-82.49609,-5,1
10741,25705,Huntington,WV,38.410744,-82.36995,-5,1
10742,25706,Huntington,WV,38.413383,-82.277405,-5,1
10743,25707,Huntington,WV,38.413383,-82.277405,-5,1
10744,25708,Huntington,WV,38.413383,-82.277405,-5,1
10745,25709,Huntington,WV,38.132114,-82.418274,-5,1
10746,25710,Huntington,WV,38.413383,-82.277405,-5,1
10747,25711,Huntington,WV,38.413383,-82.277405,-5,1
10748,25712,Huntington,WV,38.413383,-82.277405,-5,1
10749,25713,Huntington,WV,38.413383,-82.277405,-5,1
10750,25714,Huntington,WV,38.413383,-82.277405,-5,1
10751,25715,Huntington,WV,38.413383,-82.277405,-5,1
10752,25716,Huntington,WV,38.413383,-82.277405,-5,1
10753,25717,Huntington,WV,38.413383,-82.277405,-5,1
10754,25718,Huntington,WV,38.413383,-82.277405,-5,1
10755,25719,Huntington,WV,38.413383,-82.277405,-5,1
10756,25720,Huntington,WV,38.413383,-82.277405,-5,1
10757,25721,Huntington,WV,38.413383,-82.277405,-5,1
10758,25722,Huntington,WV,38.413383,-82.277405,-5,1
10759,25723,Huntington,WV,38.413383,-82.277405,-5,1
10760,25724,Huntington,WV,38.413383,-82.277405,-5,1
10761,25725,Huntington,WV,38.413383,-82.277405,-5,1
10762,25726,Huntington,WV,38.413383,-82.277405,-5,1
10763,25727,Huntington,WV,38.413383,-82.277405,-5,1
10764,25728,Huntington,WV,38.413383,-82.277405,-5,1
10765,25729,Huntington,WV,38.413383,-82.277405,-5,1
10766,25755,Huntington,WV,38.422115,-82.43166,-5,1
10767,25770,Huntington,WV,38.413383,-82.277405,-5,1
10768,25771,Huntington,WV,38.413383,-82.277405,-5,1
10769,25772,Huntington,WV,38.413383,-82.277405,-5,1
10770,25773,Huntington,WV,38.413383,-82.277405,-5,1
10771,25774,Huntington,WV,38.413383,-82.277405,-5,1
10772,25775,Huntington,WV,38.413383,-82.277405,-5,1
10773,25776,Huntington,WV,38.413383,-82.277405,-5,1
10774,25777,Huntington,WV,38.413383,-82.277405,-5,1
10775,25778,Huntington,WV,38.413383,-82.277405,-5,1
10776,25779,Huntington,WV,38.413383,-82.277405,-5,1
10777,25801,Beckley,WV,37.79064,-81.19958,-5,1
10778,25802,Beckley,WV,37.748936,-81.22446,-5,1
10779,25810,Allen Junction,WV,37.603344,-81.53998,-5,1
10780,25811,Amigo,WV,37.603344,-81.53998,-5,1
10781,25812,Ansted,WV,38.13842,-81.10403,-5,1
10782,25813,Beaver,WV,37.754658,-81.11304,-5,1
10783,25816,Blue Jay,WV,37.73516,-81.13633,-5,1
10784,25817,Bolt,WV,37.77672,-81.41377,-5,1
10785,25818,Bradley,WV,37.865746,-81.19244,-5,1
10786,25820,Camp Creek,WV,37.50456,-81.11622,-5,1
10787,25823,Coal City,WV,37.67958,-81.20968,-5,1
10788,25825,Cool Ridge,WV,37.64881,-81.11241,-5,1
10789,25826,Corinne,WV,37.57781,-81.35319,-5,1
10790,25827,Crab Orchard,WV,37.73339,-81.23769,-5,1
10791,25831,Danese,WV,37.950115,-80.92051,-5,1
10792,25832,Daniels,WV,37.728558,-81.10364,-5,1
10793,25833,Dothan,WV,38.041294,-81.06478,-5,1
10794,25836,Eccles,WV,37.77739,-81.26443,-5,1
10795,25837,Edmond,WV,38.048576,-81.03387,-5,1
10796,25839,Fairdale,WV,37.776962,-81.36179,-5,1
10797,25840,Fayetteville,WV,38.059414,-81.11208,-5,1
10798,25841,Flat Top,WV,37.557976,-81.09537,-5,1
10799,25843,Ghent,WV,37.618114,-81.10724,-5,1
10800,25844,Glen Daniel,WV,37.802994,-81.36495,-5,1
10801,25845,Glen Fork,WV,37.68799,-81.5314,-5,1
10802,25846,Glen Jean,WV,37.92781,-81.15174,-5,1
10803,25847,Glen Morgan,WV,37.72329,-81.17444,-5,1
10804,25848,Glen Rogers,WV,37.714714,-81.41815,-5,1
10805,25849,Glen White,WV,37.73152,-81.28108,-5,1
10806,25851,Harper,WV,37.802467,-81.28276,-5,1
10807,25853,Helen,WV,37.63215,-81.31644,-5,1
10808,25854,Hico,WV,38.128246,-80.99151,-5,1
10809,25855,Hilltop,WV,37.94251,-81.14995,-5,1
10810,25856,Jonben,WV,37.653793,-81.18833,-5,1
10811,25857,Josephine,WV,37.625305,-81.25093,-5,1
10812,25859,Kilsyth,WV,38.041294,-81.06478,-5,1
10813,25860,Lanark,WV,37.748936,-81.22446,-5,1
10814,25862,Lansing,WV,38.07951,-81.06238,-5,1
10815,25864,Layland,WV,37.90668,-80.99175,-5,1
10816,25865,Lester,WV,37.737103,-81.32536,-5,1
10817,25866,Lochgelly,WV,38.007725,-81.1391,-5,1
10818,25868,Lookout,WV,38.07348,-80.9522,-5,1
10819,25870,Maben,WV,37.67337,-81.42001,-5,1
10820,25871,Mabscott,WV,37.771362,-81.2093,-5,1
10821,25873,Mac Arthur,WV,37.7517,-81.21483,-5,1
10822,25875,McGraws,WV,37.68344,-81.44608,-5,1
10823,25876,Saulsville,WV,37.603344,-81.53998,-5,1
10824,25878,Midway,WV,37.715336,-81.24131,-5,1
10825,25879,Minden,WV,37.98056,-81.10208,-5,1
10826,25880,Mount Hope,WV,37.88169,-81.19273,-5,1
10827,25882,Mullens,WV,37.59621,-81.38193,-5,1
10828,25898,Shady Spring,WV,37.698353,-81.08133,-5,1
10829,25901,Oak Hill,WV,37.982777,-81.14533,-5,1
10830,25902,Odd,WV,37.589172,-81.2324,-5,1
10831,25904,Pax,WV,37.9357,-81.26724,-5,1
10832,25906,Piney View,WV,37.837574,-81.12863,-5,1
10833,25907,Prince,WV,37.855762,-81.06673,-5,1
10834,25908,Princewick,WV,37.663235,-81.23911,-5,1
10835,25909,Prosperity,WV,37.837708,-81.19722,-5,1
10836,25911,Raleigh,WV,37.75847,-81.16755,-5,1
10837,25912,Ramsey,WV,38.041294,-81.06478,-5,1
10838,25913,Ravencliff,WV,37.69957,-81.48138,-5,1
10839,25914,Redstar,WV,38.041294,-81.06478,-5,1
10840,25915,Rhodell,WV,37.608562,-81.3019,-5,1
10841,25916,Sabine,WV,37.677563,-81.50071,-5,1
10842,25917,Scarbro,WV,37.964622,-81.21634,-5,1
10843,25918,Shady Spring,WV,37.712467,-81.00561,-5,1
10844,25919,Skelton,WV,37.80048,-81.18056,-5,1
10845,25920,Slab Fork,WV,37.68375,-81.34359,-5,1
10846,25921,Sophia,WV,37.70708,-81.26263,-5,1
10847,25922,Spanishburg,WV,37.467518,-81.11672,-5,1
10848,25926,Sprague,WV,37.78725,-81.19512,-5,1
10849,25927,Stanaford,WV,37.748936,-81.22446,-5,1
10850,25928,Stephenson,WV,37.576977,-81.33086,-5,1
10851,25931,Summerlee,WV,38.041294,-81.06478,-5,1
10852,25932,Surveyor,WV,37.7645,-81.3169,-5,1
10853,25934,Terry,WV,37.848953,-81.09368,-5,1
10854,25936,Thurmond,WV,37.93006,-81.05964,-5,1
10855,25938,Victor,WV,38.151833,-81.05101,-5,1
10856,25942,Winona,WV,38.040215,-80.99702,-5,1
10857,25943,Wyco,WV,37.603344,-81.53998,-5,1
10858,25951,Hinton,WV,37.671295,-80.86867,-5,1
10859,25958,Charmco,WV,38.01246,-80.72757,-5,1
10860,25961,Crichton,WV,37.975594,-80.42687,-5,1
10861,25962,Rainelle,WV,37.966816,-80.7889,-5,1
10862,25965,Elton,WV,37.64854,-80.877396,-5,1
10863,25966,Green Sulphur Springs,WV,37.798405,-80.77039,-5,1
10864,25967,Hines,WV,37.975594,-80.42687,-5,1
10865,25969,Jumping Branch,WV,37.63099,-81.00955,-5,1
10866,25971,Lerona,WV,37.47852,-80.95735,-5,1
10867,25972,Leslie,WV,38.048183,-80.74821,-5,1
10868,25976,Meadow Bridge,WV,37.854736,-80.84199,-5,1
10869,25977,Meadow Creek,WV,37.80818,-80.92321,-5,1
10870,25978,Nimitz,WV,37.645397,-80.92422,-5,1
10871,25979,Pipestem,WV,37.49671,-80.91401,-5,1
10872,25981,Quinwood,WV,38.07743,-80.72476,-5,1
10873,25984,Rupert,WV,37.981358,-80.66798,-5,1
10874,25985,Sandstone,WV,37.772842,-80.86438,-5,1
10875,25986,Spring Dale,WV,37.878258,-80.80217,-5,1
10876,25988,TRUE,WV,37.64854,-80.877396,-5,1
10877,25989,White Oak,WV,37.67906,-81.03591,-5,1
10878,26003,Wheeling,WV,40.071472,-80.6868,-5,1
10879,26030,Beech Bottom,WV,40.219612,-80.65404,-5,1
10880,26031,Benwood,WV,40.013638,-80.72744,-5,1
10881,26032,Bethany,WV,40.198956,-80.54683,-5,1
10882,26033,Cameron,WV,39.81304,-80.58446,-5,1
10883,26034,Chester,WV,40.609272,-80.55893,-5,1
10884,26035,Colliers,WV,40.352943,-80.55585,-5,1
10885,26036,Dallas,WV,39.97455,-80.53003,-5,1
10886,26037,Follansbee,WV,40.33097,-80.58889,-5,1
10887,26038,Glen Dale,WV,39.951588,-80.74994,-5,1
10888,26039,Glen Easton,WV,39.835606,-80.67752,-5,1
10889,26040,McMechen,WV,39.98718,-80.73048,-5,1
10890,26041,Moundsville,WV,39.91292,-80.73701,-5,1
10891,26047,New Cumberland,WV,40.519955,-80.58925,-5,1
10892,26050,Newell,WV,40.61685,-80.60454,-5,1
10893,26055,Proctor,WV,39.768143,-80.79867,-5,1
10894,26056,New Manchester,WV,40.5323,-80.57999,-5,1
10895,26058,Short Creek,WV,40.27932,-80.59995,-5,1
10896,26059,Triadelphia,WV,40.063896,-80.6091,-5,1
10897,26060,Valley Grove,WV,40.104816,-80.54634,-5,1
10898,26062,Weirton,WV,40.412067,-80.57542,-5,1
10899,26070,Wellsburg,WV,40.266697,-80.59709,-5,1
10900,26074,West Liberty,WV,40.167473,-80.59377,-5,1
10901,26075,Windsor Heights,WV,40.190887,-80.66613,-5,1
10902,26101,Parkersburg,WV,39.265408,-81.53706,-5,1
10903,26102,Parkersburg,WV,39.218277,-81.49786,-5,1
10904,26103,Parkersburg,WV,39.236427,-81.540504,-5,1
10905,26104,Parkersburg,WV,39.285725,-81.52639,-5,1
10906,26105,Vienna,WV,39.323906,-81.54206,-5,1
10907,26106,Parkersburg,WV,39.218277,-81.49786,-5,1
10908,26120,Mineral Wells,WV,39.218277,-81.49786,-5,1
10909,26121,Mineral Wells,WV,39.218277,-81.49786,-5,1
10910,26133,Belleville,WV,39.12299,-81.68365,-5,1
10911,26134,Belmont,WV,39.37477,-81.27886,-5,1
10912,26135,Bens Run,WV,39.45061,-80.87008,-5,1
10913,26136,Big Bend,WV,38.97779,-81.13917,-5,1
10914,26137,Big Springs,WV,38.99148,-81.06772,-5,1
10915,26138,Brohard,WV,39.03594,-81.18787,-5,1
10916,26141,Creston,WV,38.939316,-81.24459,-5,1
10917,26142,Davisville,WV,39.2059,-81.46549,-5,1
10918,26143,Elizabeth,WV,39.07007,-81.40762,-5,1
10919,26145,Pennsboro,WV,39.288338,-80.96896,-5,1
10920,26146,Friendly,WV,39.46245,-81.05091,-5,1
10921,26147,Grantsville,WV,38.91102,-81.07278,-5,1
10922,26148,Macfarlan,WV,39.06586,-81.18722,-5,1
10923,26149,Middlebourne,WV,39.481247,-80.87533,-5,1
10924,26150,Mineral Wells,WV,39.162228,-81.53788,-5,1
10925,26151,Mount Zion,WV,38.885826,-81.16885,-5,1
10926,26152,Munday,WV,38.9881,-81.20721,-5,1
10927,26155,New Martinsville,WV,39.6461,-80.83465,-5,1
10928,26159,Paden City,WV,39.604088,-80.93276,-5,1
10929,26160,Palestine,WV,38.971226,-81.40218,-5,1
10930,26161,Petroleum,WV,39.173298,-81.25595,-5,1
10931,26162,Porters Falls,WV,39.57642,-80.77211,-5,1
10932,26164,Ravenswood,WV,38.977444,-81.72789,-5,1
10933,26167,Reader,WV,39.550396,-80.71163,-5,1
10934,26169,Rockport,WV,39.07663,-81.55299,-5,1
10935,26170,Saint Marys,WV,39.370216,-81.17215,-5,1
10936,26173,Sherman,WV,38.95192,-81.709496,-5,1
10937,26175,Sistersville,WV,39.547802,-80.97408,-5,1
10938,26178,Smithville,WV,39.05979,-81.02943,-5,1
10939,26180,Walker,WV,39.179485,-81.37836,-5,1
10940,26181,Washington,WV,39.220947,-81.66508,-5,1
10941,26184,Waverly,WV,39.306084,-81.36639,-5,1
10942,26186,Wileyville,WV,39.619007,-80.61225,-5,1
10943,26187,Williamstown,WV,39.38772,-81.44585,-5,1
10944,26201,Buckhannon,WV,38.99727,-80.20915,-5,1
10945,26202,Fenwick,WV,38.224392,-80.61391,-5,1
10946,26203,Erbacon,WV,38.520077,-80.59518,-5,1
10947,26205,Craigsville,WV,38.33084,-80.64803,-5,1
10948,26206,Cowen,WV,38.42431,-80.53771,-5,1
10949,26208,Camden On Gauley,WV,38.364124,-80.5902,-5,1
10950,26209,Snowshoe,WV,38.422375,-79.99344,-5,1
10951,26210,Adrian,WV,38.900063,-80.26795,-5,1
10952,26215,Cleveland,WV,38.716236,-80.39927,-5,1
10953,26217,Diana,WV,38.60286,-80.4595,-5,1
10954,26218,French Creek,WV,38.857567,-80.27872,-5,1
10955,26219,Frenchton,WV,38.899315,-80.22685,-5,1
10956,26222,Hacker Valley,WV,38.66374,-80.39794,-5,1
10957,26224,Helvetia,WV,38.735363,-80.18033,-5,1
10958,26228,Kanawha Head,WV,38.753033,-80.38231,-5,1
10959,26229,Lorentz,WV,38.899315,-80.22685,-5,1
10960,26230,Pickens,WV,38.66362,-80.24361,-5,1
10961,26234,Rock Cave,WV,38.792213,-80.3159,-5,1
10962,26236,Selbyville,WV,38.752155,-80.23537,-5,1
10963,26237,Tallmansville,WV,38.854652,-80.15531,-5,1
10964,26238,Volga,WV,39.091656,-80.1442,-5,1
10965,26241,Elkins,WV,38.92004,-79.8446,-5,1
10966,26250,Belington,WV,39.032642,-79.95295,-5,1
10967,26253,Beverly,WV,38.827206,-79.89057,-5,1
10968,26254,Bowden,WV,38.91816,-79.63227,-5,1
10969,26257,Coalton,WV,38.916122,-80.00221,-5,1
10970,26259,Dailey,WV,38.798096,-79.89941,-5,1
10971,26260,Davis,WV,39.101536,-79.43805,-5,1
10972,26261,Richwood,WV,38.22478,-80.5425,-5,1
10973,26263,Dryfork,WV,38.99208,-79.40533,-5,1
10974,26264,Durbin,WV,38.55181,-79.83449,-5,1
10975,26266,Upperglade,WV,38.41012,-80.49595,-5,1
10976,26267,Ellamore,WV,38.91261,-80.07907,-5,1
10977,26268,Glady,WV,38.78092,-79.74674,-5,1
10978,26269,Hambleton,WV,39.097546,-79.63848,-5,1
10979,26270,Harman,WV,38.915142,-79.53066,-5,1
10980,26271,Hendricks,WV,39.042297,-79.60611,-5,1
10981,26273,Huttonsville,WV,38.67166,-79.98029,-5,1
10982,26275,Junior,WV,38.97639,-79.95201,-5,1
10983,26276,Kerens,WV,39.019638,-79.74614,-5,1
10984,26278,Mabie,WV,38.861656,-80.00402,-5,1
10985,26280,Mill Creek,WV,38.736145,-80.0,-5,1
10986,26282,Monterville,WV,38.518734,-80.14368,-5,1
10987,26283,Montrose,WV,39.067688,-79.82219,-5,1
10988,26285,Norton,WV,38.934414,-79.96518,-5,1
10989,26287,Parsons,WV,39.141167,-79.67466,-5,1
10990,26288,Webster Springs,WV,38.484776,-80.38023,-5,1
10991,26289,Red Creek,WV,38.99095,-79.50217,-5,1
10992,26291,Slatyfork,WV,38.444874,-80.09781,-5,1
10993,26292,Thomas,WV,39.149624,-79.5003,-5,1
10994,26293,Valley Bend,WV,38.758698,-79.91798,-5,1
10995,26294,Valley Head,WV,38.52061,-80.03629,-5,1
10996,26296,Whitmer,WV,38.810555,-79.54723,-5,1
10997,26298,Bergoo,WV,38.48006,-80.29679,-5,1
10998,26301,Clarksburg,WV,39.28129,-80.34348,-5,1
10999,26302,Clarksburg,WV,39.26277,-80.30858,-5,1
11000,26306,Clarksburg,WV,39.285206,-80.385345,-5,1
11001,26320,Alma,WV,39.41849,-80.80604,-5,1
11002,26321,Alum Bridge,WV,39.051865,-80.6844,-5,1
11003,26323,Anmoore,WV,39.258327,-80.28798,-5,1
11004,26325,Auburn,WV,39.095646,-80.86182,-5,1
11005,26327,Berea,WV,39.122025,-80.95448,-5,1
11006,26328,Blandville,WV,39.270847,-80.71974,-5,1
11007,26330,Bridgeport,WV,39.296497,-80.24199,-5,1
11008,26332,Bristol,WV,39.286976,-80.50197,-5,1
11009,26333,Burnsville,WV,38.859245,-80.65702,-5,1
11010,26334,Brownton,WV,39.2207,-80.15881,-5,1
11011,26335,Burnsville,WV,38.85688,-80.66528,-5,1
11012,26337,Cairo,WV,39.22873,-81.16135,-5,1
11013,26338,Camden,WV,39.09666,-80.62283,-5,1
11014,26339,Center Point,WV,39.42039,-80.60204,-5,1
11015,26342,Coxs Mills,WV,39.0186,-80.85231,-5,1
11016,26343,Crawford,WV,38.85389,-80.40589,-5,1
11017,26346,Ellenboro,WV,39.2709,-81.06189,-5,1
11018,26347,Flemington,WV,39.258358,-80.12604,-5,1
11019,26348,Folsom,WV,39.472363,-80.5275,-5,1
11020,26349,Galloway,WV,39.226574,-80.08514,-5,1
11021,26350,Gilmer,WV,38.91365,-80.83125,-5,1
11022,26351,Glenville,WV,38.939953,-80.84886,-5,1
11023,26354,Grafton,WV,39.34342,-80.02665,-5,1
